id,t-search,t-entry,e-entry,t-cat,t-syn,t-sample,t-ant,t-def,e-related,t-num,notes
267,น่าไว้ใจ,น่าไว้ใจ,trustworthy,ADJ,น่าไว้วางใจ,ผู้ต้องหาถูกส่งฟ้องศาลในข้อหากระทำผิดฐานเป็นบุคคลที่ไม่น่าไว้ใจในพฤติการณ์ที่อาจประกอบอาชญากรรม,,มอบความเชื่อความมั่นใจให้,trustable,,
268,น่าศรัทธา,น่าศรัทธา,faithful,ADJ,น่าเลื่อมใส,พระพุทธรูปเป็นประติมากรรมชนิดหนึ่งที่ศิลปะเข้าไปช่วยทำให้ผู้ดูรู้สึกว่ามีความงดงามน่านับถือน่าศรัทธา,,,pious,,
269,น่าสนุก,น่าสนุก,enjoyable,ADJ,,เธอคิดว่าการเขียนหนังสือเป็นเรื่องน่าสนุก,,,fun,,
270,น่าสลดใจ,น่าสลดใจ,sorrowful,ADJ,น่าเศร้าใจ,คนบุกยิงด้วยปืนลูกซองต่อหน้าคนเป็นร้อยอีกคดีที่น่าสลดใจ,,,heartbreaking; sad,,
271,น่าหนักใจ,น่าหนักใจ,worrying,ADJ,,การใช้ภาษาแอสเซมบลีเขียนโปรแกรมเป็นเรื่องที่น่าหนักใจอยู่เหมือนกันเพราะเป็นภาษาที่ไม่ค่อยจะใกล้เคียงกับภาษามนุษย์,,เป็นที่ลำบากใจ,worrisome; troubling,,
272,น่าหลงใหล,น่าหลงใหล,fascinating,ADJ,,มนต์เสน่ห์ภาคตะวันออกนอกจากธรรมชาติที่ชวนน่าหลงใหลแล้วยังเป็นแหล่งของดีกินอร่อยที่ถูกอีกด้วย,,,enchanting; ravishing,,
273,น่าหวาดกลัว,น่าหวาดกลัว,scary,ADJ,น่ากลัว,ความคิดที่เคยคิดว่าพม่าเป็นคู่แข่งทางทหารที่น่าหวาดกลัวค่อยๆ เลือนหายไปจากความทรงจำของผู้นำไทย,,,frightening,,
274,น่าหวาดเสียว,น่าหวาดเสียว,thrilling,ADJ,"น่ากลัว, น่าตื่นเต้น",โจรถือมีดจี้ที่คอของเขาอย่างน่าหวาดเสียว,,ชวนให้หวาดเสียว,startling,,
275,น่าหัวเราะ,น่าหัวเราะ,funny,ADJ,,เด็กทารกอายุไม่ถึงขวบยังทำอะไรไม่ได้มากได้แต่คืบคลานทำตัวยงโย่ยงหยกน่าหัวเราะ,,,comical,,
276,น่าอัปยศอดสู,น่าอัปยศอดสู,shamefully,ADV,"น่าอับอาย, น่าอับอายขายหน้า",โจรสลัดทำทารุณโหดร้ายต่อคนญวณอพยพทางเรืออย่างน่าอัปยศอดสู,,,embarrassingly,,
277,น่าอ่าน,น่าอ่าน,be enjoyable to read,V,,เขาเขียนหนังสือได้น่าอ่านทีเดียว,,,be good to read; be fun to read,,
278,น่าเอือมระอา,น่าเอือมระอา,tediously,ADV,น่าเบื่อ,อาจารย์ประจำวิชาส่ายหน้าอย่างน่าเอือมระอาที่นักเรียนพากันไม่ตั้งใจเรียนหนังสือ,,,tiresomely; boringly,,
279,น้ำแข็งเปล่า,น้ำแข็งเปล่า,ice water,N,น้ำแข็ง,ลูกค้าสั่งน้ำแข็งเปล่าแก้วกับเป๊บซี่หนึ่งขวด,,,plain ice water,,
280,น้ำเย็น,น้ำเย็น,cold water,N,,เมื่อฉันได้ดื่มน้ำเย็นสักแก้วแล้วก็รู้สึกหายเหนื่อยเป็นปลิดทิ้ง,น้ำร้อน,น้ำที่เย็น,,,
281,น้ำร้อน,น้ำร้อน,hot water,N,,เมื่อทุกคนกินอาหารเย็นมาเรียบร้อยแล้วแม่จึงต้มน้ำร้อนเพื่อชงชามาให้ดื่ม,น้ำเย็น,น้ำที่ร้อน,,,
